|dates|PendOreille_Washington_UnitedStates.BLS_EmployedPopulation.data|PendOreille_Washington_UnitedStates.BLS_EmployedPopulation.missing|PendOreille_Washington_UnitedStates.BLS_UnemployedPopulation.data|PendOreille_Washington_UnitedStates.BLS_UnemployedPopulation.missing|PendOreille_Washington_UnitedStates.BLS_UnemploymentRate.data|PendOreille_Washington_UnitedStates.BLS_UnemploymentRate.missing|PendOreille_Washington_UnitedStates.BLS_LaborForcePopulation.data|PendOreille_Washington_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-11-05|4651.0|0|354.0|0|7.072927072927073|0|5005.0|0
0|2021-11-06|4651.0|0|354.0|0|7.072927072927073|0|5005.0|0
0|2021-11-07|4651.0|0|354.0|0|7.072927072927073|0|5005.0|0
0|2021-11-08|4651.0|0|354.0|0|7.072927072927073|0|5005.0|0
0|2021-11-09|4651.0|0|354.0|0|7.072927072927073|0|5005.0|0
0|2021-11-10|4651.0|0|354.0|0|7.072927072927073|0|5005.0|0
0|2021-11-11|4651.0|0|354.0|0|7.072927072927073|0|5005.0|0
0|2021-11-12|4651.0|0|354.0|0|7.072927072927073|0|5005.0|0
0|2021-11-13|4651.0|0|354.0|0|7.072927072927073|0|5005.0|0
0|2021-11-14|4651.0|0|354.0|0|7.072927072927073|0|5005.0|0
0|2021-11-15|4651.0|0|354.0|0|7.072927072927073|0|5005.0|0
0|2021-11-16|4651.0|0|354.0|0|7.072927072927073|0|5005.0|0
0|2021-11-17|4651.0|0|354.0|0|7.072927072927073|0|5005.0|0
0|2021-11-18|4651.0|0|354.0|0|7.072927072927073|0|5005.0|0
0|2021-11-19|4651.0|0|354.0|0|7.072927072927073|0|5005.0|0
0|2021-11-20|4651.0|0|354.0|0|7.072927072927073|0|5005.0|0
0|2021-11-21|4651.0|0|354.0|0|7.072927072927073|0|5005.0|0
0|2021-11-22|4651.0|0|354.0|0|7.072927072927073|0|5005.0|0
0|2021-11-23|4651.0|0|354.0|0|7.072927072927073|0|5005.0|0
0|2021-11-24|4651.0|0|354.0|0|7.072927072927073|0|5005.0|0
0|2021-11-25|4651.0|0|354.0|0|7.072927072927073|0|5005.0|0
0|2021-11-26|4651.0|0|354.0|0|7.072927072927073|0|5005.0|0
0|2021-11-27|4651.0|0|354.0|0|7.072927072927073|0|5005.0|0
0|2021-11-28|4651.0|0|354.0|0|7.072927072927073|0|5005.0|0
0|2021-11-29|4651.0|0|354.0|0|7.072927072927073|0|5005.0|0
0|2021-11-30|4651.0|0|354.0|0|7.072927072927073|0|5005.0|0
0|2021-12-01|4651.0|0|354.0|0|7.072927072927073|0|5005.0|0
0|2021-12-02|4651.0|0|354.0|0|7.072927072927073|0|5005.0|0
0|2021-12-03|4651.0|0|354.0|0|7.072927072927073|0|5005.0|0
0|2021-12-04|4651.0|0|354.0|0|7.072927072927073|0|5005.0|0
0|2021-12-05|4651.0|0|354.0|0|7.072927072927073|0|5005.0|0
0|2021-12-06|4651.0|0|354.0|0|7.072927072927073|0|5005.0|0
0|2021-12-07|4651.0|0|354.0|0|7.072927072927073|0|5005.0|0
0|2021-12-08|4651.0|0|354.0|0|7.072927072927073|0|5005.0|0
0|2021-12-09|4651.0|0|354.0|0|7.072927072927073|0|5005.0|0
0|2021-12-10|4651.0|0|354.0|0|7.072927072927073|0|5005.0|0
0|2021-12-11|4651.0|0|354.0|0|7.072927072927073|0|5005.0|0
0|2021-12-12|4651.0|0|354.0|0|7.072927072927073|0|5005.0|0
0|2021-12-13|4651.0|0|354.0|0|7.072927072927073|0|5005.0|0
0|2021-12-14|4651.0|0|354.0|0|7.072927072927073|0|5005.0|0
0|2021-12-15|4651.0|0|354.0|0|7.072927072927073|0|5005.0|0
0|2021-12-16|4651.0|0|354.0|0|7.072927072927073|0|5005.0|0
0|2021-12-17|4651.0|0|354.0|0|7.072927072927073|0|5005.0|0
0|2021-12-18|4651.0|0|354.0|0|7.072927072927073|0|5005.0|0
0|2021-12-19|4651.0|0|354.0|0|7.072927072927073|0|5005.0|0
0|2021-12-20|4651.0|0|354.0|0|7.072927072927073|0|5005.0|0
0|2021-12-21|4651.0|0|354.0|0|7.072927072927073|0|5005.0|0
0|2021-12-22|4651.0|0|354.0|0|7.072927072927073|0|5005.0|0
0|2021-12-23|4651.0|0|354.0|0|7.072927072927073|0|5005.0|0
0|2021-12-24|4651.0|0|354.0|0|7.072927072927073|0|5005.0|0
0|2021-12-25|4651.0|0|354.0|0|7.072927072927073|0|5005.0|0
0|2021-12-26|4651.0|0|354.0|0|7.072927072927073|0|5005.0|0
0|2021-12-27|4651.0|0|354.0|0|7.072927072927073|0|5005.0|0
0|2021-12-28|4651.0|0|354.0|0|7.072927072927073|0|5005.0|0
0|2021-12-29|4651.0|0|354.0|0|7.072927072927073|0|5005.0|0
0|2021-12-30|4651.0|0|354.0|0|7.072927072927073|0|5005.0|0
0|2021-12-31|4651.0|0|354.0|0|7.072927072927073|0|5005.0|0
0|2022-01-01|4651.0|0|354.0|0|7.072927072927073|0|5005.0|0
0|2022-01-02|4651.0|0|354.0|0|7.072927072927073|0|5005.0|0
0|2022-01-03|4651.0|0|354.0|0|7.072927072927073|0|5005.0|0
0|2022-01-04|4651.0|0|354.0|0|7.072927072927073|0|5005.0|0
0|2022-01-05|4651.0|0|354.0|0|7.072927072927073|0|5005.0|0
0|2022-01-06|4651.0|0|354.0|0|7.072927072927073|0|5005.0|0
0|2022-01-07|4651.0|0|354.0|0|7.072927072927073|0|5005.0|0
0|2022-01-08|4651.0|0|354.0|0|7.072927072927073|0|5005.0|0
0|2022-01-09|4651.0|0|354.0|0|7.072927072927073|0|5005.0|0
0|2022-01-10|4651.0|0|354.0|0|7.072927072927073|0|5005.0|0
0|2022-01-11|4651.0|0|354.0|0|7.072927072927073|0|5005.0|0
0|2022-01-12|4651.0|0|354.0|0|7.072927072927073|0|5005.0|0
0|2022-01-13|4651.0|0|354.0|0|7.072927072927073|0|5005.0|0
0|2022-01-14|4651.0|0|354.0|0|7.072927072927073|0|5005.0|0
0|2022-01-15|4651.0|0|354.0|0|7.072927072927073|0|5005.0|0
0|2022-01-16|4651.0|0|354.0|0|7.072927072927073|0|5005.0|0
0|2022-01-17|4651.0|0|354.0|0|7.072927072927073|0|5005.0|0
